 kgrid  ValNew  Policy 
    0.85  -14.661 0.853302
 0.85015 -14.6486 0.853452
  0.8503 -14.6362 0.853452
 0.85045 -14.6238 0.853602
  0.8506 -14.6114 0.853752
 0.85075 -14.5991 0.853752
  0.8509 -14.5867 0.853902
0.851051 -14.5744 0.853902
0.851201 -14.5621 0.854052
0.851351 -14.5498 0.854052
0.851501 -14.5375 0.854202
0.851651 -14.5252 0.854202
0.851801  -14.513 0.854352
0.851951 -14.5007 0.854352
0.852101 -14.4885 0.854502
0.852251 -14.4762 0.854502
0.852401  -14.464 0.854652
0.852551 -14.4518 0.854652
0.852701 -14.4396 0.854802
0.852851 -14.4275 0.854802
0.853002 -14.4153 0.854952
0.853152 -14.4032 0.854952
0.853302  -14.391 0.855103
0.853452 -14.3789 0.855253
0.853602 -14.3668 0.855253
0.853752 -14.3547 0.855403
0.853902 -14.3426 0.855403
0.854052 -14.3306 0.855553
0.854202 -14.3185 0.855553
0.854352 -14.3065 0.855703
0.854502 -14.2944 0.855703
0.854652 -14.2824 0.855853
0.854802 -14.2704 0.855853
0.854952 -14.2584 0.856003
0.855103 -14.2465 0.856003
0.855253 -14.2345 0.856153
0.855403 -14.2225 0.856153
0.855553 -14.2106 0.856303
0.855703 -14.1987 0.856303
0.855853 -14.1868 0.856453
0.856003 -14.1749 0.856453
0.856153  -14.163 0.856603
0.856303 -14.1511 0.856603
0.856453 -14.1392 0.856753
0.856603 -14.1274 0.856903
0.856753 -14.1155 0.856903
0.856903 -14.1037 0.857054
0.857054 -14.0919 0.857054
0.857204 -14.0801 0.857204
0.857354 -14.0683 0.857204
0.857504 -14.0565 0.857354
0.857654 -14.0448 0.857354
0.857804  -14.033 0.857504
0.857954 -14.0213 0.857504
0.858104 -14.0096 0.857654
0.858254 -13.9979 0.857654
0.858404 -13.9862 0.857804
0.858554 -13.9745 0.857804
0.858704 -13.9628 0.857954
0.858854 -13.9511 0.857954
0.859005 -13.9395 0.858104
0.859155 -13.9279 0.858104
0.859305 -13.9162 0.858254
0.859455 -13.9046 0.858404
0.859605  -13.893 0.858404
0.859755 -13.8814 0.858554
0.859905 -13.8698 0.858554
0.860055 -13.8583 0.858704
0.860205 -13.8467 0.858704
0.860355 -13.8352 0.858854
0.860505 -13.8237 0.858854
0.860655 -13.8122 0.859005
0.860805 -13.8007 0.859005
0.860955 -13.7892 0.859155
0.861106 -13.7777 0.859155
0.861256 -13.7662 0.859305
0.861406 -13.7548 0.859305
0.861556 -13.7433 0.859455
0.861706 -13.7319 0.859455
0.861856 -13.7205 0.859605
0.862006 -13.7091 0.859605
0.862156 -13.6977 0.859755
0.862306 -13.6863 0.859755
0.862456 -13.6749 0.859905
0.862606 -13.6636 0.860055
0.862756 -13.6522 0.860055
0.862906 -13.6409 0.860205
0.863057 -13.6296 0.860205
0.863207 -13.6183 0.860355
0.863357  -13.607 0.860355
0.863507 -13.5957 0.860505
0.863657 -13.5844 0.860505
0.863807 -13.5732 0.860655
0.863957 -13.5619 0.860655
0.864107 -13.5507 0.860805
0.864257 -13.5394 0.860805
0.864407 -13.5282 0.860955
0.864557  -13.517 0.860955
0.864707 -13.5058 0.861106
0.864857 -13.4947 0.861106
0.865008 -13.4835 0.861256
0.865158 -13.4723 0.861256
0.865308 -13.4612 0.861406
0.865458 -13.4501 0.861556
0.865608 -13.4389 0.861556
0.865758 -13.4278 0.861706
0.865908 -13.4167 0.861706
0.866058 -13.4057 0.861856
0.866208 -13.3946 0.861856
0.866358 -13.3835 0.862006
0.866508 -13.3725 0.862006
0.866658 -13.3614 0.862156
0.866808 -13.3504 0.862156
