 kgrid  ValNew  Policy 
    0.85 -13.1925 0.863357
 0.85015 -13.1815 0.863357
  0.8503 -13.1706 0.863507
 0.85045 -13.1597 0.863507
  0.8506 -13.1488 0.863657
 0.85075 -13.1379 0.863657
  0.8509 -13.1271 0.863807
0.851051 -13.1162 0.863957
0.851201 -13.1054 0.863957
0.851351 -13.0945 0.864107
0.851501 -13.0837 0.864107
0.851651 -13.0729 0.864257
0.851801 -13.0621 0.864257
0.851951 -13.0513 0.864407
0.852101 -13.0405 0.864407
0.852251 -13.0297 0.864557
0.852401  -13.019 0.864557
0.852551 -13.0082 0.864707
0.852701 -12.9975 0.864707
0.852851 -12.9868 0.864857
0.853002 -12.9761 0.864857
0.853152 -12.9654 0.865008
0.853302 -12.9547 0.865008
0.853452  -12.944 0.865158
0.853602 -12.9333 0.865158
0.853752 -12.9227 0.865308
0.853902  -12.912 0.865458
0.854052 -12.9014 0.865458
0.854202 -12.8908 0.865608
0.854352 -12.8801 0.865608
0.854502 -12.8695 0.865758
0.854652  -12.859 0.865758
0.854802 -12.8484 0.865908
0.854952 -12.8378 0.865908
0.855103 -12.8273 0.866058
0.855253 -12.8167 0.866058
0.855403 -12.8062 0.866208
0.855553 -12.7957 0.866208
0.855703 -12.7851 0.866358
0.855853 -12.7746 0.866358
0.856003 -12.7641 0.866508
0.856153 -12.7537 0.866508
0.856303 -12.7432 0.866658
0.856453 -12.7327 0.866808
0.856603 -12.7223 0.866808
0.856753 -12.7119 0.866958
0.856903 -12.7014 0.866958
0.857054  -12.691 0.867109
0.857204 -12.6806 0.867109
0.857354 -12.6702 0.867259
0.857504 -12.6598 0.867259
0.857654 -12.6495 0.867409
0.857804 -12.6391 0.867409
0.857954 -12.6288 0.867559
0.858104 -12.6184 0.867559
0.858254 -12.6081 0.867709
0.858404 -12.5978 0.867709
0.858554 -12.5875 0.867859
0.858704 -12.5772 0.867859
0.858854 -12.5669 0.868009
0.859005 -12.5566 0.868009
0.859155 -12.5464 0.868159
0.859305 -12.5361 0.868309
0.859455 -12.5259 0.868309
0.859605 -12.5156 0.868459
0.859755 -12.5054 0.868459
0.859905 -12.4952 0.868609
0.860055  -12.485 0.868609
0.860205 -12.4748 0.868759
0.860355 -12.4647 0.868759
0.860505 -12.4545 0.868909
0.860655 -12.4443 0.868909
0.860805 -12.4342  0.86906
0.860955  -12.424  0.86906
0.861106 -12.4139  0.86921
0.861256 -12.4038  0.86921
0.861406 -12.3937  0.86936
0.861556 -12.3836  0.86936
0.861706 -12.3735  0.86951
0.861856 -12.3635  0.86966
0.862006 -12.3534  0.86966
0.862156 -12.3433  0.86981
0.862306 -12.3333  0.86981
0.862456 -12.3233  0.86996
0.862606 -12.3133  0.86996
0.862756 -12.3032  0.87011
0.862906 -12.2932  0.87011
0.863057 -12.2833  0.87026
0.863207 -12.2733  0.87026
0.863357 -12.2633  0.87041
0.863507 -12.2534  0.87041
0.863657 -12.2434  0.87056
0.863807 -12.2335  0.87056
0.863957 -12.2235  0.87071
0.864107 -12.2136  0.87071
0.864257 -12.2037  0.87086
0.864407 -12.1938 0.871011
0.864557 -12.1839 0.871011
0.864707 -12.1741 0.871161
0.864857 -12.1642 0.871161
0.865008 -12.1543 0.871311
0.865158 -12.1445 0.871311
0.865308 -12.1347 0.871461
0.865458 -12.1248 0.871461
0.865608  -12.115 0.871611
0.865758 -12.1052 0.871611
0.865908 -12.0954 0.871761
0.866058 -12.0856 0.871761
0.866208 -12.0759 0.871911
0.866358 -12.0661 0.871911
0.866508 -12.0563 0.872061
0.866658 -12.0466 0.872061
0.866808 -12.0369 0.872211
0.866958 -12.0271 0.872211
0.867109 -12.0174 0.872361
0.867259 -12.0077 0.872511
0.867409  -11.998 0.872511
0.867559 -11.9883 0.872661
0.867709 -11.9787 0.872661
0.867859  -11.969 0.872811
0.868009 -11.9593 0.872811
0.868159 -11.9497 0.872961
0.868309 -11.9401 0.872961
0.868459 -11.9304 0.873112
0.868609 -11.9208 0.873112
0.868759 -11.9112 0.873262
0.868909 -11.9016 0.873262
 0.86906  -11.892 0.873412
 0.86921 -11.8825 0.873412
 0.86936 -11.8729 0.873562
 0.86951 -11.8633 0.873562
 0.86966 -11.8538 0.873712
 0.86981 -11.8443 0.873862
 0.86996 -11.8347 0.873862
 0.87011 -11.8252 0.874012
 0.87026 -11.8157 0.874012
 0.87041 -11.8062 0.874162
 0.87056 -11.7967 0.874162
 0.87071 -11.7873 0.874312
 0.87086 -11.7778 0.874312
