 kgrid  ValNew  Policy 
    0.85 -18.6226     0.85
 0.85015 -18.6027     0.85
  0.8503 -18.5827     0.85
 0.85045 -18.5629     0.85
  0.8506  -18.543     0.85
 0.85075 -18.5232     0.85
  0.8509 -18.5035     0.85
0.851051 -18.4838     0.85
0.851201 -18.4641     0.85
0.851351 -18.4445     0.85
0.851501 -18.4249     0.85
0.851651 -18.4054     0.85
0.851801 -18.3859     0.85
0.851951 -18.3665     0.85
0.852101 -18.3471     0.85
0.852251 -18.3277     0.85
0.852401 -18.3084     0.85
0.852551 -18.2891     0.85
0.852701 -18.2699     0.85
0.852851 -18.2507     0.85
0.853002 -18.2315     0.85
0.853152 -18.2124     0.85
0.853302 -18.1933     0.85
0.853452 -18.1743     0.85
0.853602 -18.1553     0.85
0.853752 -18.1364     0.85
0.853902 -18.1175     0.85
0.854052 -18.0986     0.85
0.854202 -18.0798     0.85
0.854352  -18.061     0.85
0.854502 -18.0422     0.85
0.854652 -18.0235     0.85
0.854802 -18.0049     0.85
0.854952 -17.9862     0.85
0.855103 -17.9677     0.85
0.855253 -17.9491     0.85
0.855403 -17.9306     0.85
0.855553 -17.9121     0.85
0.855703 -17.8937     0.85
0.855853 -17.8753     0.85
0.856003  -17.857     0.85
0.856153 -17.8387     0.85
0.856303 -17.8204     0.85
0.856453 -17.8022     0.85
0.856603  -17.784     0.85
0.856753 -17.7659     0.85
0.856903 -17.7477     0.85
0.857054 -17.7297     0.85
0.857204 -17.7116     0.85
0.857354 -17.6937     0.85
0.857504 -17.6757     0.85
0.857654 -17.6578     0.85
0.857804 -17.6399     0.85
0.857954 -17.6221     0.85
0.858104 -17.6043     0.85
0.858254 -17.5865     0.85
0.858404 -17.5688     0.85
0.858554 -17.5511     0.85
0.858704 -17.5334     0.85
0.858854 -17.5158     0.85
0.859005 -17.4982     0.85
0.859155 -17.4807     0.85
0.859305 -17.4632     0.85
0.859455 -17.4457     0.85
0.859605 -17.4283     0.85
0.859755 -17.4109     0.85
0.859905 -17.3936     0.85
0.860055 -17.3762     0.85
0.860205  -17.359     0.85
0.860355 -17.3417     0.85
0.860505 -17.3245     0.85
0.860655 -17.3073     0.85
0.860805 -17.2902     0.85
0.860955 -17.2731     0.85
0.861106 -17.2561     0.85
0.861256  -17.239     0.85
0.861406  -17.222     0.85
0.861556 -17.2051     0.85
0.861706 -17.1882     0.85
0.861856 -17.1713     0.85
0.862006 -17.1544     0.85
0.862156 -17.1376     0.85
0.862306 -17.1209     0.85
0.862456 -17.1041     0.85
0.862606 -17.0874     0.85
0.862756 -17.0708     0.85
0.862906 -17.0541     0.85
0.863057 -17.0375     0.85
0.863207  -17.021     0.85
0.863357 -17.0044     0.85
0.863507 -16.9879     0.85
0.863657 -16.9715     0.85
0.863807  -16.955     0.85
0.863957 -16.9387     0.85
0.864107 -16.9223     0.85
0.864257  -16.906     0.85
0.864407 -16.8897     0.85
0.864557 -16.8734     0.85
0.864707 -16.8572     0.85
0.864857  -16.841     0.85
0.865008 -16.8249     0.85
0.865158 -16.8088     0.85
0.865308 -16.7927     0.85
0.865458 -16.7766     0.85
0.865608 -16.7606     0.85
0.865758 -16.7446     0.85
0.865908 -16.7287     0.85
0.866058 -16.7128     0.85
0.866208 -16.6969     0.85
0.866358  -16.681     0.85
0.866508 -16.6652     0.85
0.866658 -16.6494     0.85
