 kgrid  ValNew  Policy 
     0.85   -11.489      0.85
  0.85015   -11.469      0.85
   0.8503  -11.4491      0.85
  0.85045  -11.4292      0.85
   0.8506  -11.4094      0.85
  0.85075  -11.3896      0.85
   0.8509  -11.3698      0.85
 0.851051  -11.3501      0.85
 0.851201  -11.3305      0.85
 0.851351  -11.3109      0.85
 0.851501  -11.2913      0.85
 0.851651  -11.2717      0.85
 0.851801  -11.2523      0.85
 0.851951  -11.2328      0.85
 0.852101  -11.2134      0.85
 0.852251   -11.194      0.85
 0.852401  -11.1747      0.85
 0.852551  -11.1554      0.85
 0.852701  -11.1362      0.85
 0.852851   -11.117      0.85
 0.853002  -11.0979      0.85
 0.853152  -11.0787      0.85
 0.853302  -11.0597      0.85
 0.853452  -11.0406      0.85
 0.853602  -11.0217      0.85
 0.853752  -11.0027      0.85
 0.853902  -10.9838      0.85
 0.854052  -10.9649      0.85
 0.854202  -10.9461      0.85
 0.854352  -10.9273      0.85
 0.854502  -10.9086      0.85
 0.854652  -10.8899      0.85
 0.854802  -10.8712      0.85
 0.854952  -10.8526      0.85
 0.855103   -10.834      0.85
 0.855253  -10.8155      0.85
 0.855403   -10.797      0.85
 0.855553  -10.7785      0.85
 0.855703  -10.7601      0.85
 0.855853  -10.7417      0.85
 0.856003  -10.7233      0.85
 0.856153   -10.705      0.85
 0.856303  -10.6868      0.85
 0.856453  -10.6685      0.85
 0.856603  -10.6504      0.85
 0.856753  -10.6322      0.85
 0.856903  -10.6141      0.85
 0.857054   -10.596      0.85
 0.857204   -10.578      0.85
 0.857354    -10.56      0.85
 0.857504   -10.542      0.85
 0.857654  -10.5241      0.85
 0.857804  -10.5062      0.85
 0.857954  -10.4884      0.85
 0.858104  -10.4706      0.85
 0.858254  -10.4528      0.85
 0.858404  -10.4351      0.85
 0.858554  -10.4174      0.85
 0.858704  -10.3998      0.85
 0.858854  -10.3822      0.85
 0.859005  -10.3646      0.85
 0.859155   -10.347      0.85
 0.859305  -10.3295      0.85
 0.859455  -10.3121      0.85
 0.859605  -10.2947      0.85
 0.859755  -10.2773      0.85
 0.859905  -10.2599      0.85
 0.860055  -10.2426      0.85
 0.860205  -10.2253      0.85
 0.860355  -10.2081      0.85
 0.860505  -10.1909      0.85
 0.860655  -10.1737      0.85
 0.860805  -10.1566      0.85
 0.860955  -10.1395      0.85
 0.861106  -10.1224      0.85
 0.861256  -10.1054      0.85
 0.861406  -10.0884      0.85
 0.861556  -10.0714      0.85
 0.861706  -10.0545      0.85
 0.861856  -10.0376      0.85
 0.862006  -10.0208      0.85
 0.862156   -10.004      0.85
 0.862306  -9.98721      0.85
 0.862456  -9.97047      0.85
 0.862606  -9.95376      0.85
 0.862756  -9.93709      0.85
 0.862906  -9.92046      0.85
 0.863057  -9.90386      0.85
 0.863207   -9.8873      0.85
 0.863357  -9.87077      0.85
 0.863507  -9.85427      0.85
 0.863657  -9.83782      0.85
 0.863807  -9.82139      0.85
 0.863957    -9.805      0.85
 0.864107  -9.78864      0.85
 0.864257  -9.77232      0.85
 0.864407  -9.75603      0.85
 0.864557  -9.73978      0.85
 0.864707  -9.72356      0.85
 0.864857  -9.70738      0.85
 0.865008  -9.69122      0.85
 0.865158  -9.67511      0.85
 0.865308  -9.65902      0.85
 0.865458  -9.64297      0.85
 0.865608  -9.62695      0.85
 0.865758  -9.61097      0.85
 0.865908  -9.59502      0.85
 0.866058   -9.5791      0.85
 0.866208  -9.56322      0.85
 0.866358  -9.54737      0.85
 0.866508  -9.53155      0.85
 0.866658  -9.51577      0.85
 0.866808  -9.50001      0.85
 0.866958   -9.4843      0.85
 0.867109  -9.46861      0.85
 0.867259  -9.45296      0.85
 0.867409  -9.43733      0.85
 0.867559  -9.42175      0.85
 0.867709  -9.40619      0.85
 0.867859  -9.39067      0.85
 0.868009  -9.37517      0.85
 0.868159  -9.35971      0.85
 0.868309  -9.34429      0.85
 0.868459  -9.32889      0.85
 0.868609  -9.31353      0.85
 0.868759   -9.2982      0.85
 0.868909   -9.2829      0.85
  0.86906  -9.26763      0.85
  0.86921  -9.25239      0.85
  0.86936  -9.23718      0.85
  0.86951  -9.22201      0.85
  0.86966  -9.20687      0.85
  0.86981  -9.19176      0.85
  0.86996  -9.17668      0.85
  0.87011  -9.16163      0.85
  0.87026  -9.14661      0.85
  0.87041  -9.13162      0.85
  0.87056  -9.11667      0.85
  0.87071  -9.10174      0.85
  0.87086  -9.08685      0.85
