 kgrid  ValNew  Policy 
     0.85   -5.1485      0.85
  0.85015  -5.14101      0.85
   0.8503  -5.13354      0.85
  0.85045  -5.12608      0.85
   0.8506  -5.11863      0.85
  0.85075   -5.1112      0.85
   0.8509  -5.10379      0.85
 0.851051  -5.09638      0.85
 0.851201  -5.08899      0.85
 0.851351  -5.08161      0.85
 0.851501  -5.07425      0.85
 0.851651   -5.0669      0.85
 0.851801  -5.05956      0.85
 0.851951  -5.05224      0.85
 0.852101  -5.04493      0.85
 0.852251  -5.03763      0.85
 0.852401  -5.03035      0.85
 0.852551  -5.02308      0.85
 0.852701  -5.01582      0.85
 0.852851  -5.00858      0.85
 0.853002  -5.00135      0.85
 0.853152  -4.99413      0.85
 0.853302  -4.98693      0.85
 0.853452  -4.97974      0.85
 0.853602  -4.97256      0.85
 0.853752  -4.96539      0.85
 0.853902  -4.95824      0.85
 0.854052   -4.9511      0.85
 0.854202  -4.94398      0.85
 0.854352  -4.93686      0.85
 0.854502  -4.92976      0.85
 0.854652  -4.92268      0.85
 0.854802   -4.9156      0.85
 0.854952  -4.90854      0.85
 0.855103  -4.90149      0.85
 0.855253  -4.89445      0.85
 0.855403  -4.88743      0.85
 0.855553  -4.88042      0.85
 0.855703  -4.87342      0.85
 0.855853  -4.86644      0.85
 0.856003  -4.85946      0.85
 0.856153   -4.8525      0.85
 0.856303  -4.84556      0.85
 0.856453  -4.83862      0.85
 0.856603   -4.8317      0.85
 0.856753  -4.82479      0.85
 0.856903  -4.81789      0.85
 0.857054  -4.81101      0.85
 0.857204  -4.80413      0.85
 0.857354  -4.79727      0.85
 0.857504  -4.79043      0.85
 0.857654  -4.78359      0.85
 0.857804  -4.77677      0.85
 0.857954  -4.76996      0.85
 0.858104  -4.76316      0.85
 0.858254  -4.75637      0.85
 0.858404   -4.7496      0.85
 0.858554  -4.74283      0.85
 0.858704  -4.73608      0.85
 0.858854  -4.72934      0.85
 0.859005  -4.72262      0.85
 0.859155   -4.7159      0.85
 0.859305   -4.7092      0.85
 0.859455  -4.70251      0.85
 0.859605  -4.69584      0.85
 0.859755  -4.68917      0.85
 0.859905  -4.68252      0.85
 0.860055  -4.67587      0.85
 0.860205  -4.66924      0.85
 0.860355  -4.66262      0.85
 0.860505  -4.65602      0.85
 0.860655  -4.64942      0.85
 0.860805  -4.64284      0.85
 0.860955  -4.63627      0.85
 0.861106  -4.62971      0.85
 0.861256  -4.62316      0.85
 0.861406  -4.61663      0.85
 0.861556   -4.6101      0.85
 0.861706  -4.60359      0.85
 0.861856  -4.59709      0.85
 0.862006   -4.5906      0.85
 0.862156  -4.58412      0.85
 0.862306  -4.57765      0.85
 0.862456   -4.5712      0.85
 0.862606  -4.56475      0.85
 0.862756  -4.55832      0.85
 0.862906   -4.5519      0.85
 0.863057  -4.54549      0.85
 0.863207  -4.53909      0.85
 0.863357  -4.53271      0.85
 0.863507  -4.52633      0.85
 0.863657  -4.51997      0.85
 0.863807  -4.51362      0.85
 0.863957  -4.50727      0.85
 0.864107  -4.50094      0.85
 0.864257  -4.49462      0.85
 0.864407  -4.48832      0.85
 0.864557  -4.48202      0.85
 0.864707  -4.47573      0.85
 0.864857  -4.46946      0.85
 0.865008   -4.4632      0.85
 0.865158  -4.45694      0.85
 0.865308   -4.4507      0.85
 0.865458  -4.44447      0.85
 0.865608  -4.43825      0.85
 0.865758  -4.43205      0.85
 0.865908  -4.42585      0.85
 0.866058  -4.41966      0.85
 0.866208  -4.41349      0.85
 0.866358  -4.40732      0.85
 0.866508  -4.40117      0.85
 0.866658  -4.39503      0.85
 0.866808  -4.38889      0.85
 0.866958  -4.38277      0.85
 0.867109  -4.37666      0.85
 0.867259  -4.37056      0.85
 0.867409  -4.36447      0.85
 0.867559  -4.35839      0.85
 0.867709  -4.35233      0.85
 0.867859  -4.34627      0.85
 0.868009  -4.34022      0.85
 0.868159  -4.33419      0.85
 0.868309  -4.32816      0.85
 0.868459  -4.32215      0.85
 0.868609  -4.31614      0.85
 0.868759  -4.31015      0.85
 0.868909  -4.30417      0.85
  0.86906  -4.29819      0.85
  0.86921  -4.29223      0.85
  0.86936  -4.28628      0.85
  0.86951  -4.28034      0.85
  0.86966  -4.27441      0.85
  0.86981  -4.26849      0.85
  0.86996  -4.26258      0.85
  0.87011  -4.25668      0.85
  0.87026  -4.25079      0.85
  0.87041  -4.24491      0.85
  0.87056  -4.23904      0.85
  0.87071  -4.23318      0.85
  0.87086  -4.22733      0.85
 0.871011  -4.22149      0.85
 0.871161  -4.21566      0.85
 0.871311  -4.20985      0.85
 0.871461  -4.20404      0.85
 0.871611  -4.19824      0.85
 0.871761  -4.19245      0.85
 0.871911  -4.18667      0.85
 0.872061  -4.18091      0.85
 0.872211  -4.17515      0.85
 0.872361   -4.1694      0.85
 0.872511  -4.16366      0.85
 0.872661  -4.15793      0.85
 0.872811  -4.15222      0.85
 0.872961  -4.14651      0.85
 0.873112  -4.14081      0.85
 0.873262  -4.13512      0.85
 0.873412  -4.12944      0.85
 0.873562  -4.12377      0.85
 0.873712  -4.11812      0.85
 0.873862  -4.11247      0.85
 0.874012  -4.10683      0.85
 0.874162   -4.1012      0.85
 0.874312  -4.09558      0.85
 0.874462  -4.08997      0.85
 0.874612  -4.08437      0.85
 0.874762  -4.07878      0.85
 0.874912   -4.0732      0.85
 0.875063  -4.06762      0.85
 0.875213  -4.06206      0.85
 0.875363  -4.05651      0.85
 0.875513  -4.05097      0.85
 0.875663  -4.04544      0.85
 0.875813  -4.03991      0.85
 0.875963   -4.0344      0.85
 0.876113  -4.02889      0.85
 0.876263   -4.0234      0.85
 0.876413  -4.01791      0.85
 0.876563  -4.01244      0.85
 0.876713  -4.00697      0.85
 0.876863  -4.00151      0.85
 0.877014  -3.99606      0.85
 0.877164  -3.99063      0.85
 0.877314   -3.9852      0.85
 0.877464  -3.97978      0.85
 0.877614  -3.97436      0.85
 0.877764  -3.96896      0.85
 0.877914  -3.96357      0.85
 0.878064  -3.95819      0.85
 0.878214  -3.95281      0.85
 0.878364  -3.94745      0.85
 0.878514  -3.94209      0.85
 0.878664  -3.93675      0.85
 0.878814  -3.93141      0.85
 0.878964  -3.92608      0.85
 0.879115  -3.92076      0.85
 0.879265  -3.91545      0.85
 0.879415  -3.91015      0.85
 0.879565  -3.90486      0.85
 0.879715  -3.89958      0.85
 0.879865  -3.89431      0.85
 0.880015  -3.88904      0.85
 0.880165  -3.88379      0.85
 0.880315  -3.87854      0.85
 0.880465   -3.8733      0.85
 0.880615  -3.86807      0.85
 0.880765  -3.86285      0.85
 0.880915  -3.85764      0.85
 0.881066  -3.85244      0.85
 0.881216  -3.84725      0.85
 0.881366  -3.84206      0.85
 0.881516  -3.83689      0.85
 0.881666  -3.83172      0.85
 0.881816  -3.82656      0.85
 0.881966  -3.82141      0.85
 0.882116  -3.81627      0.85
 0.882266  -3.81114      0.85
 0.882416  -3.80601      0.85
 0.882566   -3.8009      0.85
 0.882716  -3.79579      0.85
 0.882866   -3.7907      0.85
 0.883017  -3.78561      0.85
 0.883167  -3.78053      0.85
 0.883317  -3.77546      0.85
 0.883467  -3.77039      0.85
 0.883617  -3.76534      0.85
 0.883767  -3.76029      0.85
 0.883917  -3.75526      0.85
 0.884067  -3.75023      0.85
 0.884217  -3.74521      0.85
 0.884367   -3.7402      0.85
 0.884517  -3.73519      0.85
 0.884667   -3.7302      0.85
 0.884817  -3.72521      0.85
 0.884967  -3.72023      0.85
 0.885118  -3.71526      0.85
 0.885268   -3.7103      0.85
 0.885418  -3.70535      0.85
 0.885568  -3.70041      0.85
 0.885718  -3.69547      0.85
 0.885868  -3.69054      0.85
 0.886018  -3.68562      0.85
 0.886168  -3.68071      0.85
 0.886318  -3.67581      0.85
 0.886468  -3.67091      0.85
 0.886618  -3.66603      0.85
 0.886768  -3.66115      0.85
 0.886918  -3.65628      0.85
 0.887069  -3.65141      0.85
 0.887219  -3.64656      0.85
 0.887369  -3.64171      0.85
 0.887519  -3.63688      0.85
 0.887669  -3.63205      0.85
 0.887819  -3.62723      0.85
 0.887969  -3.62241      0.85
 0.888119  -3.61761      0.85
 0.888269  -3.61281      0.85
 0.888419  -3.60802      0.85
 0.888569  -3.60324      0.85
 0.888719  -3.59846      0.85
 0.888869   -3.5937      0.85
  0.88902  -3.58894      0.85
  0.88917  -3.58419      0.85
  0.88932  -3.57945      0.85
  0.88947  -3.57472      0.85
  0.88962  -3.56999      0.85
  0.88977  -3.56527      0.85
  0.88992  -3.56056      0.85
  0.89007  -3.55586      0.85
  0.89022  -3.55117      0.85
  0.89037  -3.54648      0.85
  0.89052   -3.5418      0.85
  0.89067  -3.53713      0.85
  0.89082  -3.53247      0.85
  0.89097  -3.52781      0.85
 0.891121  -3.52316      0.85
 0.891271  -3.51852      0.85
 0.891421  -3.51389      0.85
 0.891571  -3.50927      0.85
 0.891721  -3.50465      0.85
 0.891871  -3.50004      0.85
 0.892021  -3.49544      0.85
 0.892171  -3.49085      0.85
 0.892321  -3.48626      0.85
 0.892471  -3.48168      0.85
 0.892621  -3.47711      0.85
 0.892771  -3.47255      0.85
 0.892921  -3.46799      0.85
 0.893072  -3.46344      0.85
 0.893222   -3.4589      0.85
 0.893372  -3.45437      0.85
 0.893522  -3.44984      0.85
 0.893672  -3.44532      0.85
 0.893822  -3.44081      0.85
 0.893972  -3.43631      0.85
 0.894122  -3.43181      0.85
 0.894272  -3.42732      0.85
 0.894422  -3.42284      0.85
 0.894572  -3.41837      0.85
 0.894722   -3.4139      0.85
 0.894872  -3.40944      0.85
 0.895023  -3.40499      0.85
 0.895173  -3.40054      0.85
 0.895323  -3.39611      0.85
 0.895473  -3.39168      0.85
 0.895623  -3.38725      0.85
 0.895773  -3.38284      0.85
 0.895923  -3.37843      0.85
 0.896073  -3.37403      0.85
 0.896223  -3.36964      0.85
 0.896373  -3.36525      0.85
 0.896523  -3.36087      0.85
 0.896673   -3.3565      0.85
 0.896823  -3.35213      0.85
 0.896973  -3.34778      0.85
 0.897124  -3.34342      0.85
 0.897274  -3.33908      0.85
 0.897424  -3.33474      0.85
 0.897574  -3.33042      0.85
 0.897724  -3.32609      0.85
 0.897874  -3.32178      0.85
 0.898024  -3.31747      0.85
 0.898174  -3.31317      0.85
 0.898324  -3.30888      0.85
 0.898474  -3.30459      0.85
 0.898624  -3.30031      0.85
 0.898774  -3.29604      0.85
 0.898924  -3.29177      0.85
 0.899075  -3.28751      0.85
 0.899225  -3.28326      0.85
 0.899375  -3.27901      0.85
 0.899525  -3.27477      0.85
 0.899675  -3.27054      0.85
 0.899825  -3.26632      0.85
 0.899975   -3.2621      0.85
 0.900125  -3.25789      0.85
 0.900275  -3.25369      0.85
 0.900425  -3.24949      0.85
 0.900575   -3.2453      0.85
 0.900725  -3.24112      0.85
 0.900875  -3.23694      0.85
 0.901026  -3.23277      0.85
 0.901176  -3.22861      0.85
 0.901326  -3.22445      0.85
 0.901476   -3.2203      0.85
 0.901626  -3.21616      0.85
 0.901776  -3.21202      0.85
 0.901926  -3.20789      0.85
 0.902076  -3.20377      0.85
 0.902226  -3.19965      0.85
 0.902376  -3.19555      0.85
 0.902526  -3.19144      0.85
 0.902676  -3.18735      0.85
 0.902826  -3.18326      0.85
 0.902976  -3.17917      0.85
 0.903127   -3.1751      0.85
 0.903277  -3.17103      0.85
 0.903427  -3.16697      0.85
 0.903577  -3.16291      0.85
 0.903727  -3.15886      0.85
 0.903877  -3.15482      0.85
 0.904027  -3.15078      0.85
 0.904177  -3.14675      0.85
 0.904327  -3.14273      0.85
 0.904477  -3.13871      0.85
 0.904627   -3.1347      0.85
 0.904777  -3.13069      0.85
 0.904927  -3.12669      0.85
 0.905078   -3.1227      0.85
 0.905228  -3.11872      0.85
 0.905378  -3.11474      0.85
 0.905528  -3.11077      0.85
 0.905678   -3.1068      0.85
 0.905828  -3.10284      0.85
 0.905978  -3.09889      0.85
 0.906128  -3.09494      0.85
 0.906278    -3.091      0.85
 0.906428  -3.08707      0.85
 0.906578  -3.08314      0.85
 0.906728  -3.07922      0.85
 0.906878   -3.0753      0.85
 0.907029  -3.07139      0.85
 0.907179  -3.06749      0.85
 0.907329   -3.0636      0.85
 0.907479  -3.05971      0.85
 0.907629  -3.05582      0.85
 0.907779  -3.05194      0.85
 0.907929  -3.04807      0.85
