 kgrid  ValNew  Policy 
    0.85 -11.9041 0.873262
 0.85015 -11.8944 0.873412
  0.8503 -11.8848 0.873412
 0.85045 -11.8751 0.873562
  0.8506 -11.8655 0.873562
 0.85075 -11.8559 0.873712
  0.8509 -11.8463 0.873712
0.851051 -11.8367 0.873862
0.851201 -11.8271 0.873862
0.851351 -11.8175 0.874012
0.851501  -11.808 0.874162
0.851651 -11.7984 0.874162
0.851801 -11.7888 0.874312
0.851951 -11.7793 0.874312
0.852101 -11.7698 0.874462
0.852251 -11.7602 0.874462
0.852401 -11.7507 0.874612
0.852551 -11.7412 0.874612
0.852701 -11.7317 0.874762
0.852851 -11.7223 0.874762
0.853002 -11.7128 0.874912
0.853152 -11.7033 0.874912
0.853302 -11.6939 0.875063
0.853452 -11.6844 0.875063
0.853602  -11.675 0.875213
0.853752 -11.6656 0.875213
0.853902 -11.6562 0.875363
0.854052 -11.6468 0.875513
0.854202 -11.6374 0.875513
0.854352  -11.628 0.875663
0.854502 -11.6186 0.875663
0.854652 -11.6093 0.875813
0.854802 -11.5999 0.875813
0.854952 -11.5906 0.875963
0.855103 -11.5812 0.875963
0.855253 -11.5719 0.876113
0.855403 -11.5626 0.876113
0.855553 -11.5533 0.876263
0.855703  -11.544 0.876263
0.855853 -11.5347 0.876413
0.856003 -11.5254 0.876413
0.856153 -11.5161 0.876563
0.856303 -11.5069 0.876713
0.856453 -11.4976 0.876713
0.856603 -11.4884 0.876863
0.856753 -11.4792 0.876863
0.856903 -11.4699 0.877014
0.857054 -11.4607 0.877014
0.857204 -11.4515 0.877164
0.857354 -11.4423 0.877164
0.857504 -11.4331 0.877314
0.857654  -11.424 0.877314
0.857804 -11.4148 0.877464
0.857954 -11.4056 0.877464
0.858104 -11.3965 0.877614
0.858254 -11.3874 0.877614
0.858404 -11.3782 0.877764
0.858554 -11.3691 0.877914
0.858704   -11.36 0.877914
0.858854 -11.3509 0.878064
0.859005 -11.3418 0.878064
0.859155 -11.3327 0.878214
0.859305 -11.3237 0.878214
0.859455 -11.3146 0.878364
0.859605 -11.3055 0.878364
0.859755 -11.2965 0.878514
0.859905 -11.2875 0.878514
0.860055 -11.2784 0.878664
0.860205 -11.2694 0.878664
0.860355 -11.2604 0.878814
0.860505 -11.2514 0.878814
0.860655 -11.2424 0.878964
0.860805 -11.2335 0.878964
0.860955 -11.2245 0.879115
0.861106 -11.2155 0.879265
0.861256 -11.2066 0.879265
0.861406 -11.1976 0.879415
0.861556 -11.1887 0.879415
0.861706 -11.1798 0.879565
0.861856 -11.1709 0.879565
0.862006 -11.1619 0.879715
0.862156  -11.153 0.879715
0.862306 -11.1442 0.879865
0.862456 -11.1353 0.879865
0.862606 -11.1264 0.880015
0.862756 -11.1176 0.880015
0.862906 -11.1087 0.880165
0.863057 -11.0999 0.880165
0.863207  -11.091 0.880315
0.863357 -11.0822 0.880465
0.863507 -11.0734 0.880465
0.863657 -11.0646 0.880615
0.863807 -11.0558 0.880615
0.863957  -11.047 0.880765
0.864107 -11.0382 0.880765
