 kgrid  ValNew  Policy 
    0.85 -41.9451     0.85
 0.85001 -41.9441     0.85
 0.85002 -41.9431     0.85
 0.85003 -41.9421     0.85
 0.85004 -41.9411     0.85
 0.85005   -41.94     0.85
 0.85006  -41.939     0.85
 0.85007  -41.938     0.85
 0.85008  -41.937     0.85
 0.85009 -41.9359     0.85
  0.8501 -41.9349     0.85
 0.85011 -41.9339     0.85
 0.85012 -41.9329     0.85
 0.85013 -41.9319     0.85
 0.85014 -41.9308     0.85
 0.85015 -41.9298     0.85
 0.85016 -41.9288     0.85
 0.85017 -41.9278     0.85
 0.85018 -41.9268     0.85
 0.85019 -41.9257     0.85
  0.8502 -41.9247     0.85
 0.85021 -41.9237     0.85
 0.85022 -41.9227     0.85
 0.85023 -41.9217     0.85
 0.85024 -41.9207     0.85
 0.85025 -41.9196     0.85
 0.85026 -41.9186     0.85
 0.85027 -41.9176     0.85
 0.85028 -41.9166     0.85
 0.85029 -41.9156     0.85
  0.8503 -41.9145     0.85
 0.85031 -41.9135     0.85
 0.85032 -41.9125     0.85
 0.85033 -41.9115     0.85
 0.85034 -41.9105     0.85
 0.85035 -41.9095     0.85
 0.85036 -41.9084     0.85
 0.85037 -41.9074     0.85
 0.85038 -41.9064     0.85
 0.85039 -41.9054     0.85
  0.8504 -41.9044     0.85
 0.85041 -41.9034     0.85
 0.85042 -41.9023     0.85
 0.85043 -41.9013     0.85
 0.85044 -41.9003     0.85
 0.85045 -41.8993     0.85
 0.85046 -41.8983     0.85
 0.85047 -41.8973     0.85
 0.85048 -41.8962     0.85
 0.85049 -41.8952     0.85
  0.8505 -41.8942     0.85
 0.85051 -41.8932     0.85
 0.85052 -41.8922     0.85
 0.85053 -41.8912     0.85
 0.85054 -41.8902     0.85
 0.85055 -41.8891     0.85
 0.85056 -41.8881     0.85
 0.85057 -41.8871     0.85
 0.85058 -41.8861     0.85
 0.85059 -41.8851     0.85
  0.8506 -41.8841     0.85
 0.85061 -41.8831     0.85
 0.85062  -41.882     0.85
 0.85063  -41.881     0.85
 0.85064   -41.88     0.85
 0.85065  -41.879     0.85
 0.85066  -41.878     0.85
 0.85067  -41.877     0.85
 0.85068  -41.876     0.85
 0.85069  -41.875     0.85
  0.8507 -41.8739     0.85
 0.85071 -41.8729     0.85
 0.85072 -41.8719     0.85
 0.85073 -41.8709     0.85
 0.85074 -41.8699     0.85
 0.85075 -41.8689     0.85
 0.85076 -41.8679     0.85
 0.85077 -41.8669     0.85
 0.85078 -41.8659     0.85
 0.85079 -41.8648     0.85
  0.8508 -41.8638     0.85
 0.85081 -41.8628     0.85
 0.85082 -41.8618     0.85
 0.85083 -41.8608     0.85
 0.85084 -41.8598     0.85
 0.85085 -41.8588     0.85
 0.85086 -41.8578     0.85
 0.85087 -41.8568     0.85
 0.85088 -41.8558     0.85
 0.85089 -41.8547     0.85
  0.8509 -41.8537     0.85
 0.85091 -41.8527     0.85
 0.85092 -41.8517     0.85
 0.85093 -41.8507     0.85
 0.85094 -41.8497     0.85
 0.85095 -41.8487     0.85
 0.85096 -41.8477     0.85
 0.85097 -41.8467     0.85
 0.85098 -41.8457     0.85
 0.85099 -41.8447     0.85
   0.851 -41.8436     0.85
 0.85101 -41.8426     0.85
 0.85102 -41.8416     0.85
 0.85103 -41.8406     0.85
 0.85104 -41.8396     0.85
 0.85105 -41.8386     0.85
