 kgrid  ValNew  Policy 
    0.85 -24.9473     0.85
 0.85001  -24.946     0.85
 0.85002 -24.9446     0.85
 0.85003 -24.9433     0.85
 0.85004  -24.942     0.85
 0.85005 -24.9406     0.85
 0.85006 -24.9393     0.85
 0.85007  -24.938     0.85
 0.85008 -24.9366     0.85
 0.85009 -24.9353     0.85
  0.8501  -24.934     0.85
 0.85011 -24.9326     0.85
 0.85012 -24.9313     0.85
 0.85013   -24.93     0.85
 0.85014 -24.9287     0.85
 0.85015 -24.9273     0.85
 0.85016  -24.926     0.85
 0.85017 -24.9247     0.85
 0.85018 -24.9233     0.85
 0.85019  -24.922     0.85
  0.8502 -24.9207     0.85
 0.85021 -24.9194     0.85
 0.85022  -24.918     0.85
 0.85023 -24.9167     0.85
 0.85024 -24.9154     0.85
 0.85025 -24.9141     0.85
 0.85026 -24.9127     0.85
 0.85027 -24.9114     0.85
 0.85028 -24.9101     0.85
 0.85029 -24.9087     0.85
  0.8503 -24.9074     0.85
 0.85031 -24.9061     0.85
 0.85032 -24.9048     0.85
 0.85033 -24.9034     0.85
 0.85034 -24.9021     0.85
 0.85035 -24.9008     0.85
 0.85036 -24.8995     0.85
 0.85037 -24.8981     0.85
 0.85038 -24.8968     0.85
 0.85039 -24.8955     0.85
  0.8504 -24.8942     0.85
 0.85041 -24.8928     0.85
 0.85042 -24.8915     0.85
 0.85043 -24.8902     0.85
 0.85044 -24.8889     0.85
 0.85045 -24.8876     0.85
 0.85046 -24.8862     0.85
 0.85047 -24.8849     0.85
 0.85048 -24.8836     0.85
 0.85049 -24.8823     0.85
  0.8505 -24.8809     0.85
 0.85051 -24.8796     0.85
 0.85052 -24.8783     0.85
 0.85053  -24.877     0.85
 0.85054 -24.8757     0.85
 0.85055 -24.8743     0.85
 0.85056  -24.873     0.85
 0.85057 -24.8717     0.85
 0.85058 -24.8704     0.85
 0.85059  -24.869     0.85
  0.8506 -24.8677     0.85
 0.85061 -24.8664     0.85
 0.85062 -24.8651     0.85
 0.85063 -24.8638     0.85
 0.85064 -24.8624     0.85
 0.85065 -24.8611     0.85
 0.85066 -24.8598     0.85
 0.85067 -24.8585     0.85
 0.85068 -24.8572     0.85
 0.85069 -24.8559     0.85
  0.8507 -24.8545     0.85
 0.85071 -24.8532     0.85
 0.85072 -24.8519     0.85
 0.85073 -24.8506     0.85
 0.85074 -24.8493     0.85
 0.85075 -24.8479     0.85
 0.85076 -24.8466     0.85
 0.85077 -24.8453     0.85
 0.85078  -24.844     0.85
 0.85079 -24.8427     0.85
  0.8508 -24.8414     0.85
 0.85081   -24.84     0.85
 0.85082 -24.8387     0.85
 0.85083 -24.8374     0.85
 0.85084 -24.8361     0.85
 0.85085 -24.8348     0.85
 0.85086 -24.8335     0.85
 0.85087 -24.8322     0.85
 0.85088 -24.8308     0.85
 0.85089 -24.8295     0.85
  0.8509 -24.8282     0.85
 0.85091 -24.8269     0.85
 0.85092 -24.8256     0.85
 0.85093 -24.8243     0.85
 0.85094  -24.823     0.85
 0.85095 -24.8216     0.85
 0.85096 -24.8203     0.85
 0.85097  -24.819     0.85
 0.85098 -24.8177     0.85
 0.85099 -24.8164     0.85
   0.851 -24.8151     0.85
 0.85101 -24.8138     0.85
 0.85102 -24.8125     0.85
 0.85103 -24.8111     0.85
 0.85104 -24.8098     0.85
 0.85105 -24.8085     0.85
 0.85106 -24.8072     0.85
 0.85107 -24.8059     0.85
 0.85108 -24.8046     0.85
 0.85109 -24.8033     0.85
  0.8511  -24.802     0.85
 0.85111 -24.8007     0.85
 0.85112 -24.7993     0.85
 0.85113  -24.798     0.85
 0.85114 -24.7967     0.85
 0.85115 -24.7954     0.85
 0.85116 -24.7941     0.85
 0.85117 -24.7928     0.85
 0.85118 -24.7915     0.85
 0.85119 -24.7902     0.85
  0.8512 -24.7889     0.85
 0.85121 -24.7876     0.85
 0.85122 -24.7862     0.85
 0.85123 -24.7849     0.85
 0.85124 -24.7836     0.85
 0.85125 -24.7823     0.85
 0.85126  -24.781     0.85
 0.85127 -24.7797     0.85
 0.85128 -24.7784     0.85
 0.85129 -24.7771     0.85
  0.8513 -24.7758     0.85
 0.85131 -24.7745     0.85
 0.85132 -24.7732     0.85
 0.85133 -24.7719     0.85
 0.85134 -24.7706     0.85
 0.85135 -24.7693     0.85
 0.85136 -24.7679     0.85
 0.85137 -24.7666     0.85
 0.85138 -24.7653     0.85
 0.85139  -24.764     0.85
  0.8514 -24.7627     0.85
 0.85141 -24.7614     0.85
 0.85142 -24.7601     0.85
 0.85143 -24.7588     0.85
 0.85144 -24.7575     0.85
 0.85145 -24.7562     0.85
 0.85146 -24.7549     0.85
 0.85147 -24.7536     0.85
 0.85148 -24.7523     0.85
 0.85149  -24.751     0.85
  0.8515 -24.7497     0.85
 0.85151 -24.7484     0.85
 0.85152 -24.7471     0.85
 0.85153 -24.7458     0.85
 0.85154 -24.7445     0.85
 0.85155 -24.7432     0.85
 0.85156 -24.7419     0.85
 0.85157 -24.7406     0.85
 0.85158 -24.7393     0.85
 0.85159  -24.738     0.85
  0.8516 -24.7367     0.85
 0.85161 -24.7354     0.85
 0.85162 -24.7341     0.85
 0.85163 -24.7328     0.85
 0.85164 -24.7315     0.85
 0.85165 -24.7302     0.85
 0.85166 -24.7289     0.85
 0.85167 -24.7276     0.85
 0.85168 -24.7263     0.85
 0.85169  -24.725     0.85
  0.8517 -24.7237     0.85
 0.85171 -24.7224     0.85
 0.85172 -24.7211     0.85
 0.85173 -24.7198     0.85
 0.85174 -24.7185     0.85
 0.85175 -24.7172     0.85
 0.85176 -24.7159     0.85
 0.85177 -24.7146     0.85
 0.85178 -24.7133     0.85
 0.85179  -24.712     0.85
  0.8518 -24.7107     0.85
 0.85181 -24.7094     0.85
 0.85182 -24.7081     0.85
 0.85183 -24.7068     0.85
 0.85184 -24.7055     0.85
 0.85185 -24.7042     0.85
 0.85186 -24.7029     0.85
 0.85187 -24.7016     0.85
 0.85188 -24.7003     0.85
 0.85189  -24.699     0.85
  0.8519 -24.6977     0.85
 0.85191 -24.6964     0.85
 0.85192 -24.6951     0.85
 0.85193 -24.6938     0.85
 0.85194 -24.6925     0.85
 0.85195 -24.6912     0.85
 0.85196   -24.69     0.85
 0.85197 -24.6887     0.85
 0.85198 -24.6874     0.85
 0.85199 -24.6861     0.85
   0.852 -24.6848     0.85
 0.85201 -24.6835     0.85
 0.85202 -24.6822     0.85
 0.85203 -24.6809     0.85
 0.85204 -24.6796     0.85
 0.85205 -24.6783     0.85
 0.85206  -24.677     0.85
 0.85207 -24.6757     0.85
 0.85208 -24.6744     0.85
 0.85209 -24.6731     0.85
  0.8521 -24.6718     0.85
 0.85211 -24.6706     0.85
 0.85212 -24.6693     0.85
 0.85213  -24.668     0.85
 0.85214 -24.6667     0.85
 0.85215 -24.6654     0.85
 0.85216 -24.6641     0.85
 0.85217 -24.6628     0.85
 0.85218 -24.6615     0.85
 0.85219 -24.6602     0.85
  0.8522 -24.6589     0.85
 0.85221 -24.6577     0.85
 0.85222 -24.6564     0.85
 0.85223 -24.6551     0.85
