 kgrid  ValNew  Policy 
    0.85 -47.0173  0.86132
 0.85001 -47.0164  0.86132
 0.85002 -47.0155  0.86133
 0.85003 -47.0145  0.86134
 0.85004 -47.0136  0.86135
 0.85005 -47.0127  0.86135
 0.85006 -47.0118  0.86136
 0.85007 -47.0109  0.86137
 0.85008   -47.01  0.86137
 0.85009 -47.0091  0.86138
  0.8501 -47.0082  0.86139
 0.85011 -47.0073   0.8614
 0.85012 -47.0064   0.8614
 0.85013 -47.0055  0.86141
 0.85014 -47.0045  0.86142
 0.85015 -47.0036  0.86142
 0.85016 -47.0027  0.86143
 0.85017 -47.0018  0.86144
 0.85018 -47.0009  0.86145
 0.85019      -47  0.86145
  0.8502 -46.9991  0.86146
 0.85021 -46.9982  0.86147
 0.85022 -46.9973  0.86148
 0.85023 -46.9964  0.86148
 0.85024 -46.9955  0.86149
 0.85025 -46.9946   0.8615
 0.85026 -46.9936   0.8615
 0.85027 -46.9927  0.86151
 0.85028 -46.9918  0.86152
 0.85029 -46.9909  0.86153
  0.8503   -46.99  0.86153
 0.85031 -46.9891  0.86154
 0.85032 -46.9882  0.86155
 0.85033 -46.9873  0.86156
 0.85034 -46.9864  0.86156
 0.85035 -46.9855  0.86157
 0.85036 -46.9846  0.86158
 0.85037 -46.9837  0.86158
 0.85038 -46.9827  0.86159
 0.85039 -46.9818   0.8616
  0.8504 -46.9809  0.86161
 0.85041   -46.98  0.86161
 0.85042 -46.9791  0.86162
 0.85043 -46.9782  0.86163
 0.85044 -46.9773  0.86163
 0.85045 -46.9764  0.86164
 0.85046 -46.9755  0.86165
 0.85047 -46.9746  0.86166
 0.85048 -46.9737  0.86166
 0.85049 -46.9728  0.86167
  0.8505 -46.9719  0.86168
 0.85051 -46.9709  0.86169
 0.85052   -46.97  0.86169
 0.85053 -46.9691   0.8617
 0.85054 -46.9682  0.86171
 0.85055 -46.9673  0.86171
 0.85056 -46.9664  0.86172
 0.85057 -46.9655  0.86173
 0.85058 -46.9646  0.86174
 0.85059 -46.9637  0.86174
  0.8506 -46.9628  0.86175
 0.85061 -46.9619  0.86176
 0.85062  -46.961  0.86177
 0.85063 -46.9601  0.86177
 0.85064 -46.9592  0.86178
 0.85065 -46.9582  0.86179
 0.85066 -46.9573  0.86179
 0.85067 -46.9564   0.8618
 0.85068 -46.9555  0.86181
 0.85069 -46.9546  0.86182
  0.8507 -46.9537  0.86182
 0.85071 -46.9528  0.86183
 0.85072 -46.9519  0.86184
 0.85073  -46.951  0.86184
 0.85074 -46.9501  0.86185
 0.85075 -46.9492  0.86186
 0.85076 -46.9483  0.86187
 0.85077 -46.9474  0.86187
 0.85078 -46.9465  0.86188
 0.85079 -46.9456  0.86189
  0.8508 -46.9447   0.8619
 0.85081 -46.9437   0.8619
 0.85082 -46.9428  0.86191
 0.85083 -46.9419  0.86192
 0.85084  -46.941  0.86192
 0.85085 -46.9401  0.86193
 0.85086 -46.9392  0.86194
 0.85087 -46.9383  0.86195
 0.85088 -46.9374  0.86195
 0.85089 -46.9365  0.86196
  0.8509 -46.9356  0.86197
 0.85091 -46.9347  0.86198
