 kgrid  ValNew  Policy 
    0.85 -44.1795     0.85
 0.85001 -44.1782     0.85
 0.85002 -44.1769     0.85
 0.85003 -44.1755     0.85
 0.85004 -44.1742     0.85
 0.85005 -44.1729     0.85
 0.85006 -44.1715     0.85
 0.85007 -44.1702     0.85
 0.85008 -44.1689     0.85
 0.85009 -44.1676     0.85
  0.8501 -44.1662     0.85
 0.85011 -44.1649     0.85
 0.85012 -44.1636     0.85
 0.85013 -44.1622     0.85
 0.85014 -44.1609     0.85
 0.85015 -44.1596     0.85
 0.85016 -44.1582     0.85
 0.85017 -44.1569     0.85
 0.85018 -44.1556     0.85
 0.85019 -44.1543     0.85
  0.8502 -44.1529     0.85
 0.85021 -44.1516     0.85
 0.85022 -44.1503     0.85
 0.85023  -44.149     0.85
 0.85024 -44.1476     0.85
 0.85025 -44.1463     0.85
 0.85026  -44.145     0.85
 0.85027 -44.1436     0.85
 0.85028 -44.1423     0.85
 0.85029  -44.141     0.85
  0.8503 -44.1397     0.85
 0.85031 -44.1383     0.85
 0.85032  -44.137     0.85
 0.85033 -44.1357     0.85
 0.85034 -44.1344     0.85
 0.85035  -44.133     0.85
 0.85036 -44.1317     0.85
 0.85037 -44.1304     0.85
 0.85038 -44.1291     0.85
 0.85039 -44.1277     0.85
  0.8504 -44.1264     0.85
 0.85041 -44.1251     0.85
 0.85042 -44.1238     0.85
 0.85043 -44.1224     0.85
 0.85044 -44.1211     0.85
 0.85045 -44.1198     0.85
 0.85046 -44.1185     0.85
 0.85047 -44.1172     0.85
 0.85048 -44.1158     0.85
 0.85049 -44.1145     0.85
  0.8505 -44.1132     0.85
 0.85051 -44.1119     0.85
 0.85052 -44.1105     0.85
 0.85053 -44.1092     0.85
 0.85054 -44.1079     0.85
 0.85055 -44.1066     0.85
 0.85056 -44.1053     0.85
 0.85057 -44.1039     0.85
 0.85058 -44.1026     0.85
 0.85059 -44.1013     0.85
  0.8506    -44.1     0.85
 0.85061 -44.0987     0.85
 0.85062 -44.0973     0.85
 0.85063  -44.096     0.85
 0.85064 -44.0947     0.85
 0.85065 -44.0934     0.85
 0.85066 -44.0921     0.85
 0.85067 -44.0907     0.85
 0.85068 -44.0894     0.85
 0.85069 -44.0881     0.85
  0.8507 -44.0868     0.85
 0.85071 -44.0855     0.85
 0.85072 -44.0841     0.85
 0.85073 -44.0828     0.85
 0.85074 -44.0815     0.85
 0.85075 -44.0802     0.85
 0.85076 -44.0789     0.85
 0.85077 -44.0776     0.85
 0.85078 -44.0762     0.85
 0.85079 -44.0749     0.85
  0.8508 -44.0736     0.85
 0.85081 -44.0723     0.85
 0.85082  -44.071     0.85
 0.85083 -44.0697     0.85
 0.85084 -44.0683     0.85
 0.85085  -44.067     0.85
 0.85086 -44.0657     0.85
 0.85087 -44.0644     0.85
 0.85088 -44.0631     0.85
 0.85089 -44.0618     0.85
  0.8509 -44.0605     0.85
 0.85091 -44.0591     0.85
 0.85092 -44.0578     0.85
 0.85093 -44.0565     0.85
 0.85094 -44.0552     0.85
 0.85095 -44.0539     0.85
 0.85096 -44.0526     0.85
 0.85097 -44.0513     0.85
 0.85098 -44.0499     0.85
 0.85099 -44.0486     0.85
   0.851 -44.0473     0.85
 0.85101  -44.046     0.85
 0.85102 -44.0447     0.85
 0.85103 -44.0434     0.85
 0.85104 -44.0421     0.85
 0.85105 -44.0408     0.85
 0.85106 -44.0395     0.85
 0.85107 -44.0381     0.85
 0.85108 -44.0368     0.85
 0.85109 -44.0355     0.85
  0.8511 -44.0342     0.85
 0.85111 -44.0329     0.85
 0.85112 -44.0316     0.85
 0.85113 -44.0303     0.85
 0.85114  -44.029     0.85
 0.85115 -44.0277     0.85
 0.85116 -44.0263     0.85
 0.85117  -44.025     0.85
 0.85118 -44.0237     0.85
 0.85119 -44.0224     0.85
  0.8512 -44.0211     0.85
 0.85121 -44.0198     0.85
 0.85122 -44.0185     0.85
 0.85123 -44.0172     0.85
 0.85124 -44.0159     0.85
 0.85125 -44.0146     0.85
 0.85126 -44.0133     0.85
 0.85127  -44.012     0.85
 0.85128 -44.0106     0.85
 0.85129 -44.0093     0.85
  0.8513  -44.008     0.85
 0.85131 -44.0067     0.85
