 kgrid  ValNew  Policy 
    0.85  -36.997 0.890141
 0.85001 -36.9962 0.890151
 0.85002 -36.9954 0.890161
 0.85003 -36.9947 0.890171
 0.85004 -36.9939 0.890181
 0.85005 -36.9931 0.890191
 0.85006 -36.9923 0.890191
 0.85007 -36.9915 0.890201
 0.85008 -36.9908 0.890211
 0.85009   -36.99 0.890221
  0.8501 -36.9892 0.890231
 0.85011 -36.9884 0.890241
 0.85012 -36.9876 0.890241
 0.85013 -36.9869 0.890251
 0.85014 -36.9861 0.890261
 0.85015 -36.9853 0.890271
 0.85016 -36.9845 0.890281
 0.85017 -36.9837 0.890291
 0.85018  -36.983 0.890301
 0.85019 -36.9822 0.890301
  0.8502 -36.9814 0.890311
 0.85021 -36.9806 0.890321
 0.85022 -36.9798 0.890331
 0.85023 -36.9791 0.890341
 0.85024 -36.9783 0.890351
 0.85025 -36.9775 0.890361
 0.85026 -36.9767 0.890361
 0.85027 -36.9759 0.890371
 0.85028 -36.9752 0.890381
 0.85029 -36.9744 0.890391
  0.8503 -36.9736 0.890401
 0.85031 -36.9728 0.890411
 0.85032  -36.972 0.890421
 0.85033 -36.9713 0.890421
 0.85034 -36.9705 0.890431
 0.85035 -36.9697 0.890441
 0.85036 -36.9689 0.890451
 0.85037 -36.9681 0.890461
 0.85038 -36.9674 0.890471
 0.85039 -36.9666 0.890481
  0.8504 -36.9658 0.890481
 0.85041  -36.965 0.890491
 0.85042 -36.9642 0.890501
 0.85043 -36.9635 0.890511
 0.85044 -36.9627 0.890521
 0.85045 -36.9619 0.890531
 0.85046 -36.9611 0.890541
 0.85047 -36.9603 0.890541
 0.85048 -36.9596 0.890551
 0.85049 -36.9588 0.890561
  0.8505  -36.958 0.890571
 0.85051 -36.9572 0.890581
 0.85052 -36.9564 0.890591
 0.85053 -36.9557 0.890601
 0.85054 -36.9549 0.890601
 0.85055 -36.9541 0.890611
 0.85056 -36.9533 0.890621
 0.85057 -36.9525 0.890631
 0.85058 -36.9518 0.890641
 0.85059  -36.951 0.890651
  0.8506 -36.9502 0.890661
 0.85061 -36.9494 0.890661
 0.85062 -36.9487 0.890671
 0.85063 -36.9479 0.890681
 0.85064 -36.9471 0.890691
 0.85065 -36.9463 0.890701
 0.85066 -36.9455 0.890711
 0.85067 -36.9448 0.890721
 0.85068  -36.944 0.890721
 0.85069 -36.9432 0.890731
  0.8507 -36.9424 0.890741
 0.85071 -36.9416 0.890751
 0.85072 -36.9409 0.890761
 0.85073 -36.9401 0.890771
 0.85074 -36.9393 0.890771
 0.85075 -36.9385 0.890781
 0.85076 -36.9378 0.890791
 0.85077  -36.937 0.890801
 0.85078 -36.9362 0.890811
 0.85079 -36.9354 0.890821
  0.8508 -36.9346 0.890831
 0.85081 -36.9339 0.890831
 0.85082 -36.9331 0.890841
 0.85083 -36.9323 0.890851
 0.85084 -36.9315 0.890861
 0.85085 -36.9307 0.890871
 0.85086   -36.93 0.890881
 0.85087 -36.9292 0.890891
 0.85088 -36.9284 0.890891
 0.85089 -36.9276 0.890901
  0.8509 -36.9269 0.890911
 0.85091 -36.9261 0.890921
 0.85092 -36.9253 0.890931
 0.85093 -36.9245 0.890941
 0.85094 -36.9237 0.890951
 0.85095  -36.923 0.890951
 0.85096 -36.9222 0.890961
 0.85097 -36.9214 0.890971
 0.85098 -36.9206 0.890981
 0.85099 -36.9198 0.890991
   0.851 -36.9191 0.891001
 0.85101 -36.9183 0.891011
 0.85102 -36.9175 0.891011
 0.85103 -36.9167 0.891021
 0.85104  -36.916 0.891031
 0.85105 -36.9152 0.891041
 0.85106 -36.9144 0.891051
 0.85107 -36.9136 0.891061
 0.85108 -36.9128 0.891071
 0.85109 -36.9121 0.891071
  0.8511 -36.9113 0.891081
 0.85111 -36.9105 0.891091
 0.85112 -36.9097 0.891101
 0.85113  -36.909 0.891111
 0.85114 -36.9082 0.891121
